PlayerId,Name,Transition,From_Level,To_Level,From_Season,To_Season,From_PA,From_SB,From_SB_rate,To_PA,To_SB,To_SB_rate,Translation,Era
451080,Cody Johnson,A->A+,A,A+,2008,2009,514,8,0.01556420233463035,493,10,0.02028397565922921,1.3032454361054766,2006-2014
451080,Cody Johnson,A+->AA,A+,AA,2009,2010,493,10,0.02028397565922921,260,9,0.03461538461538462,1.7065384615384616,2006-2014
451082,Carlos Fernandez-Oliva,R->A,R,A,2006,2007,181,9,0.049723756906077346,186,2,0.010752688172043012,0.21624850657108724,2006-2014
451096,Sergio Pedroza,A+->AA,A+,AA,2007,2008,465,1,0.002150537634408602,342,13,0.038011695906432746,17.675438596491226,2006-2014
451103,Ryan Mount,R->A,R,A,2006,2007,319,10,0.03134796238244514,337,19,0.05637982195845697,1.7985163204747776,2006-2014
451103,Ryan Mount,A->A+,A,A+,2007,2008,337,19,0.05637982195845697,369,10,0.02710027100271003,0.4806732277849095,2006-2014
451103,Ryan Mount,A+->AA,A+,AA,2008,2009,369,10,0.02710027100271003,330,5,0.015151515151515152,0.5590909090909091,2006-2014
451107,James Simmons,R->A,R,A,2006,2007,145,2,0.013793103448275862,202,13,0.06435643564356436,4.665841584158416,2006-2014
451107,James Simmons,A->A+,A,A+,2009,2010,331,15,0.045317220543806644,361,19,0.05263157894736842,1.1614035087719299,2006-2014
451114,Adenson Chourio,R->A,R,A,2008,2009,220,30,0.13636363636363635,347,27,0.07780979827089338,0.5706051873198849,2006-2014
451114,Adenson Chourio,A->A+,A,A+,2009,2010,347,27,0.07780979827089338,165,9,0.05454545454545454,0.701010101010101,2006-2014
451120,Pedro Vasquez,R->A,R,A,2006,2007,133,6,0.045112781954887216,109,5,0.045871559633027525,1.0168195718654436,2006-2014
451133,Vladimir De Los Santos,R->A,R,A,2008,2009,200,1,0.005,175,1,0.005714285714285714,1.1428571428571428,2006-2014
451138,Justin Jacobs,R->A,R,A,2006,2008,111,8,0.07207207207207207,264,4,0.015151515151515152,0.21022727272727273,2006-2014
451178,Jeffrey Flaig,A->A+,A,A+,2006,2007,363,1,0.0027548209366391185,318,2,0.006289308176100629,2.2830188679245285,2006-2014
451191,Christian Lopez,A->A+,A,A+,2006,2007,377,6,0.015915119363395226,343,2,0.0058309037900874635,0.3663751214771623,2006-2014
451207,Emerson Frostad,A+->AA,A+,AA,2006,2007,333,3,0.009009009009009009,347,3,0.008645533141210375,0.9596541786743517,2006-2014
451494,Neil Wilson,A+->AA,A+,AA,2007,2008,390,4,0.010256410256410256,170,0,0.0,0.0,2006-2014
451505,Eli Tintor,A->A+,A,A+,2006,2007,436,7,0.016055045871559634,205,2,0.00975609756097561,0.6076655052264808,2006-2014
451533,J.T. Restko,A+->AA,A+,AA,2007,2008,413,0,0.0,98,1,0.01020408163265306,,2006-2014
451577,Greg Burns,A->A+,A,A+,2007,2008,468,39,0.08333333333333333,444,34,0.07657657657657657,0.9189189189189189,2006-2014
451577,Greg Burns,A+->AA,A+,AA,2009,2010,553,37,0.06690777576853527,227,6,0.02643171806167401,0.39504702940826286,2006-2014
451587,Jeff Dominguez,A+->AA,A+,AA,2007,2008,546,18,0.03296703296703297,402,18,0.04477611940298507,1.3582089552238805,2006-2014
451587,Jeff Dominguez,AA->AAA,AA,AAA,2009,2010,81,1,0.012345679012345678,98,1,0.01020408163265306,0.826530612244898,2006-2014
451588,Cory Dunlap,A+->AA,A+,AA,2006,2007,380,0,0.0,475,0,0.0,,2006-2014
451599,Alex Garabedian,R->A,R,A,2007,2008,211,0,0.0,192,0,0.0,,2006-2014
451599,Alex Garabedian,A->A+,A,A+,2008,2009,192,0,0.0,323,1,0.0030959752321981426,,2006-2014
451639,Jesus Lopez,A->A+,A,A+,2007,2008,441,0,0.0,380,2,0.005263157894736842,,2006-2014
451639,Jesus Lopez,A+->AA,A+,AA,2008,2009,380,2,0.005263157894736842,288,3,0.010416666666666666,1.9791666666666665,2006-2014
451639,Jesus Lopez,AA->AAA,AA,AAA,2010,2011,128,0,0.0,155,0,0.0,,2006-2014
451699,Richard Pena,R->A,R,A,2007,2008,190,7,0.03684210526315789,368,16,0.043478260869565216,1.1801242236024845,2006-2014
451699,Richard Pena,A->A+,A,A+,2008,2009,368,16,0.043478260869565216,106,2,0.018867924528301886,0.4339622641509434,2006-2014
451715,Luis Nunez,R->A,R,A,2006,2007,221,21,0.09502262443438914,84,2,0.023809523809523808,0.25056689342403626,2006-2014
451804,Geraldo Valentin,A+->AA,A+,AA,2006,2007,453,3,0.006622516556291391,480,5,0.010416666666666666,1.5729166666666665,2006-2014
452014,Nelson Robledo,A->A+,A,A+,2006,2007,237,3,0.012658227848101266,202,0,0.0,0.0,2006-2014
452015,Michael Collins,A+->AA,A+,AA,2006,2007,543,9,0.016574585635359115,463,5,0.01079913606911447,0.6515478761699064,2006-2014
452029,Rafael Arroyo,A->A+,A,A+,2006,2007,189,3,0.015873015873015872,121,1,0.008264462809917356,0.5206611570247934,2006-2014
452050,Josh Flores,A->A+,A,A+,2006,2007,526,28,0.053231939163498096,276,25,0.09057971014492754,1.7016045548654246,2006-2014
452065,Christian Reyes,R->A,R,A,2006,2007,134,0,0.0,401,0,0.0,,2006-2014
452069,Kenneth Williams,A->A+,A,A+,2009,2010,328,7,0.021341463414634148,301,0,0.0,0.0,2006-2014
452071,Danny Brezeale,R->A,R,A,2006,2007,200,0,0.0,447,3,0.006711409395973154,,2006-2014
452087,Leonard Davis,A->A+,A,A+,2006,2007,322,4,0.012422360248447204,87,0,0.0,0.0,2006-2014
452646,Cody Haerther,AA->AAA,AA,AAA,2007,2008,162,0,0.0,295,2,0.006779661016949152,,2006-2014
452665,Shawn Bowman,A+->AA,A+,AA,2006,2008,132,0,0.0,119,3,0.025210084033613446,,2006-2014
452675,Marcos Vechionacci,A+->AA,A+,AA,2007,2009,432,11,0.02546296296296296,464,0,0.0,0.0,2006-2014
452717,Javon Moran,AA->AAA,AA,AAA,2006,2007,269,16,0.05947955390334572,186,5,0.026881720430107527,0.4519489247311828,2006-2014
452727,Casey Craig,A+->AA,A+,AA,2006,2007,278,3,0.01079136690647482,115,3,0.02608695652173913,2.417391304347826,2006-2014
452732,Orlando Mercado,A->A+,A,A+,2006,2007,341,1,0.002932551319648094,275,2,0.007272727272727273,2.48,2006-2014
452732,Orlando Mercado,A+->AA,A+,AA,2007,2008,275,2,0.007272727272727273,238,0,0.0,0.0,2006-2014
452738,Tim Smith,A->A+,A,A+,2008,2009,538,21,0.03903345724907063,138,7,0.050724637681159424,1.2995169082125604,2006-2014
452742,Beau Torbert,A+->AA,A+,AA,2006,2007,493,24,0.0486815415821501,249,2,0.008032128514056224,0.16499330655957162,2006-2014
452746,Logan Wiens,R->A,R,A,2006,2007,188,1,0.005319148936170213,115,0,0.0,0.0,2006-2014
452765,Jose Castro,A->A+,A,A+,2006,2007,496,6,0.012096774193548387,344,7,0.020348837209302327,1.682170542635659,2006-2014
452765,Jose Castro,A+->AA,A+,AA,2008,2009,378,2,0.005291005291005291,358,2,0.00558659217877095,1.0558659217877095,2006-2014
452768,Jeff Corsaletti,A+->AA,A+,AA,2006,2007,556,11,0.019784172661870502,560,20,0.03571428571428571,1.8051948051948052,2006-2014
452769,Frank Curreri,A->A+,A,A+,2006,2007,249,1,0.004016064257028112,253,5,0.019762845849802372,4.920948616600791,2006-2014
452775,Joseph Dunigan,A->A+,A,A+,2008,2009,480,28,0.058333333333333334,506,20,0.039525691699604744,0.6775832862789385,2006-2014
452775,Joseph Dunigan,A+->AA,A+,AA,2009,2010,506,20,0.039525691699604744,312,12,0.038461538461538464,0.9730769230769231,2006-2014
453014,Luis Rivera,A->A+,A,A+,2007,2008,148,1,0.006756756756756757,209,1,0.004784688995215311,0.708133971291866,2006-2014
453029,Gregory Thomson,A->A+,A,A+,2006,2007,414,14,0.033816425120772944,508,18,0.03543307086614173,1.047806524184477,2006-2014
453029,Gregory Thomson,A+->AA,A+,AA,2007,2008,508,18,0.03543307086614173,186,3,0.016129032258064516,0.4551971326164875,2006-2014
453036,David Wood,R->A,R,A,2008,2009,165,1,0.006060606060606061,445,7,0.015730337078651686,2.5955056179775284,2006-2014
453045,Daniel Carte,A->A+,A,A+,2006,2007,485,11,0.02268041237113402,457,4,0.0087527352297593,0.3859160533121146,2006-2014
453045,Daniel Carte,A+->AA,A+,AA,2007,2008,457,4,0.0087527352297593,459,4,0.008714596949891068,0.9956427015250546,2006-2014
453176,Carson Kainer,A->A+,A,A+,2007,2008,247,2,0.008097165991902834,388,3,0.007731958762886598,0.9548969072164949,2006-2014
453176,Carson Kainer,A+->AA,A+,AA,2008,2009,388,3,0.007731958762886598,158,1,0.006329113924050633,0.8185654008438819,2006-2014
453197,Danny Perales,R->A,R,A,2006,2007,290,12,0.041379310344827586,609,7,0.011494252873563218,0.2777777777777778,2006-2014
453197,Danny Perales,A->A+,A,A+,2007,2008,609,7,0.011494252873563218,264,4,0.015151515151515152,1.3181818181818183,2006-2014
453207,Emeel Salem,A->A+,A,A+,2008,2009,170,25,0.14705882352941177,404,24,0.0594059405940594,0.40396039603960393,2006-2014
453223,David Cash,A->A+,A,A+,2007,2009,446,20,0.04484304932735426,228,6,0.02631578947368421,0.5868421052631579,2006-2014
453230,Chris Errecart,A+->AA,A+,AA,2007,2008,474,1,0.002109704641350211,411,1,0.0024330900243309003,1.1532846715328469,2006-2014
453238,Wes Hodges,A+->AA,A+,AA,2007,2008,450,0,0.0,574,3,0.005226480836236934,,2006-2014
453238,Wes Hodges,AA->AAA,AA,AAA,2008,2009,574,3,0.005226480836236934,359,8,0.022284122562674095,4.263695450324977,2006-2014
453245,Tom King,A->A+,A,A+,2007,2008,332,4,0.012048192771084338,81,0,0.0,0.0,2006-2014
453270,Justin Brashear,A->A+,A,A+,2007,2008,339,1,0.0029498525073746312,99,1,0.010101010101010102,3.4242424242424248,2006-2014
453283,Mike McBryde,A->A+,A,A+,2007,2008,457,14,0.030634573304157548,480,31,0.06458333333333334,2.1081845238095243,2006-2014
453283,Mike McBryde,A+->AA,A+,AA,2008,2009,480,31,0.06458333333333334,355,16,0.04507042253521127,0.6978646069968196,2006-2014
453287,Jon Still,A+->AA,A+,AA,2008,2009,538,0,0.0,565,2,0.0035398230088495575,,2006-2014
453297,Craig Corrado,A->A+,A,A+,2008,2009,546,43,0.07875457875457875,444,14,0.03153153153153153,0.40037712130735387,2006-2014
453299,Andy D'Alessio,R->A,R,A,2007,2009,210,0,0.0,382,3,0.007853403141361256,,2006-2014
453317,James Rapoport,A+->AA,A+,AA,2007,2008,389,21,0.05398457583547558,199,12,0.06030150753768844,1.117013639626705,2006-2014
453318,John Shelby,R->A,R,A,2006,2007,279,8,0.02867383512544803,538,19,0.03531598513011153,1.2316449814126396,2006-2014
453318,John Shelby,A->A+,A,A+,2007,2008,538,19,0.03531598513011153,482,33,0.06846473029045644,1.9386328892771347,2006-2014
453318,John Shelby,A+->AA,A+,AA,2008,2009,482,33,0.06846473029045644,493,30,0.060851926977687626,0.8888069334316798,2006-2014
453341,Josh Lansford,A->A+,A,A+,2007,2008,347,2,0.005763688760806916,239,1,0.0041841004184100415,0.7259414225941423,2006-2014
453401,Matthew Lane,A->A+,A,A+,2007,2008,376,0,0.0,169,0,0.0,,2006-2014
453426,Joel Roa,A->A+,A,A+,2006,2007,169,1,0.005917159763313609,102,0,0.0,0.0,2006-2014
453528,Mike Hernandez,A->A+,A,A+,2006,2007,377,2,0.005305039787798408,478,1,0.0020920502092050207,0.3943514644351464,2006-2014
453534,Derrick Arnold,A->A+,A,A+,2006,2007,249,4,0.01606425702811245,357,11,0.03081232492997199,1.9180672268907566,2006-2014
453540,O.D. Gonzalez,R->A,R,A,2006,2007,283,25,0.08833922261484099,176,6,0.03409090909090909,0.38590909090909087,2006-2014
453579,Jason Denham,A->A+,A,A+,2007,2008,509,29,0.05697445972495088,250,17,0.068,1.1935172413793105,2006-2014
453585,Kyle Haines,A->A+,A,A+,2006,2007,221,0,0.0,211,6,0.02843601895734597,,2006-2014
453595,Brian Joynt,A+->AA,A+,AA,2008,2009,328,5,0.01524390243902439,257,4,0.01556420233463035,1.0210116731517511,2006-2014
453883,Jonathan Fulton,A->A+,A,A+,2006,2007,415,4,0.00963855421686747,366,4,0.01092896174863388,1.1338797814207648,2006-2014
454573,Cole Armstrong,A+->AA,A+,AA,2007,2008,316,1,0.0031645569620253164,234,0,0.0,0.0,2006-2014
454667,Paul Gran,A->A+,A,A+,2009,2010,515,12,0.02330097087378641,394,7,0.017766497461928935,0.7624788494077834,2006-2014
454973,Néstor Corredor,A->A+,A,A+,2006,2007,139,3,0.02158273381294964,192,0,0.0,0.0,2006-2014
454977,Mario Lisson,A->A+,A,A+,2006,2007,551,41,0.07441016333938294,524,23,0.04389312977099236,0.5898808415565071,2006-2014
454977,Mario Lisson,A+->AA,A+,AA,2007,2008,524,23,0.04389312977099236,531,31,0.0583804143126177,1.3300581347744207,2006-2014
455065,Chris Turner,A->A+,A,A+,2006,2007,455,3,0.006593406593406593,91,0,0.0,0.0,2006-2014
455079,Stephen Chapman,R->A,R,A,2006,2007,318,20,0.06289308176100629,511,12,0.023483365949119372,0.373385518590998,2006-2014
455079,Stephen Chapman,A->A+,A,A+,2007,2008,511,12,0.023483365949119372,355,11,0.030985915492957747,1.3194835680751174,2006-2014
455079,Stephen Chapman,A+->AA,A+,AA,2008,2009,355,11,0.030985915492957747,145,4,0.027586206896551724,0.890282131661442,2006-2014
455129,Francisco Plasencia,A->A+,A,A+,2006,2007,588,12,0.02040816326530612,179,2,0.0111731843575419,0.5474860335195532,2006-2014
455141,Frank Diaz,AA->AAA,AA,AAA,2007,2008,452,9,0.01991150442477876,126,4,0.031746031746031744,1.5943562610229276,2006-2014
455371,Audy Ciriaco,R->A,R,A,2006,2007,187,9,0.0481283422459893,460,8,0.017391304347826087,0.36135265700483093,2006-2014
455371,Audy Ciriaco,A->A+,A,A+,2008,2009,444,12,0.02702702702702703,470,15,0.031914893617021274,1.180851063829787,2006-2014
455371,Audy Ciriaco,A+->AA,A+,AA,2009,2010,470,15,0.031914893617021274,251,6,0.02390438247011952,0.749003984063745,2006-2014
455390,Jhonny Medrano,R->A,R,A,2010,2011,187,8,0.0427807486631016,213,2,0.009389671361502348,0.2194835680751174,2006-2014
455391,Mike Paulk,A->A+,A,A+,2007,2008,567,14,0.024691358024691357,586,8,0.013651877133105802,0.552901023890785,2006-2014
455393,Ogui Diaz,A->A+,A,A+,2007,2008,133,9,0.06766917293233082,286,15,0.05244755244755245,0.7750582750582751,2006-2014
455396,Alexander Soto,R->A,R,A,2008,2009,128,0,0.0,176,0,0.0,,2006-2014
455396,Alexander Soto,A+->AA,A+,AA,2009,2010,91,0,0.0,105,0,0.0,,2006-2014
455399,Orlando Sandoval,R->A,R,A,2008,2010,267,8,0.0299625468164794,389,12,0.030848329048843187,1.0295629820051413,2006-2014
455706,Ricardo Sosa,A->A+,A,A+,2007,2008,93,0,0.0,429,5,0.011655011655011656,,2006-2014
455951,Peter Ciofrone,A+->AA,A+,AA,2006,2007,390,4,0.010256410256410256,408,1,0.0024509803921568627,0.2389705882352941,2006-2014
455957,Chris Lubanski,AA->AAA,AA,AAA,2006,2007,613,11,0.01794453507340946,190,0,0.0,0.0,2006-2014
455963,Mike Mooney,A->A+,A,A+,2006,2007,557,38,0.06822262118491922,530,21,0.03962264150943396,0.5807845084409136,2006-2014
455980,Kala Ka'aihue,A+->AA,A+,AA,2006,2007,222,0,0.0,133,0,0.0,,2006-2014
456044,Luis Sanchez,A+->AA,A+,AA,2008,2009,377,3,0.007957559681697613,303,1,0.0033003300330033004,0.41474147414741475,2006-2014
456050,James Skelton,A->A+,A,A+,2007,2008,417,18,0.04316546762589928,282,14,0.04964539007092199,1.1501182033096926,2006-2014
456065,Jose Martinez,A->A+,A,A+,2006,2007,356,7,0.019662921348314606,242,4,0.01652892561983471,0.8406139315230224,2006-2014
456156,Jose Jimenez,R->A,R,A,2007,2008,214,4,0.018691588785046728,376,2,0.005319148936170213,0.2845744680851064,2006-2014
456160,Samuel Sime,R->A,R,A,2007,2008,230,10,0.043478260869565216,276,10,0.036231884057971016,0.8333333333333334,2006-2014
456160,Samuel Sime,A->A+,A,A+,2009,2010,396,13,0.03282828282828283,381,10,0.026246719160104987,0.7995154451847364,2006-2014
456163,Aaron Baker,A->A+,A,A+,2010,2011,531,3,0.005649717514124294,494,1,0.0020242914979757085,0.3582995951417004,2006-2014
456179,John Curtis,R->A,R,A,2007,2008,134,1,0.007462686567164179,252,2,0.007936507936507936,1.0634920634920635,2006-2014
456179,John Curtis,A->A+,A,A+,2008,2009,252,2,0.007936507936507936,115,0,0.0,0.0,2006-2014
456376,Brandon Yarbrough,A+->AA,A+,AA,2007,2008,427,3,0.00702576112412178,359,2,0.005571030640668524,0.7929433611884865,2006-2014
456376,Brandon Yarbrough,AA->AAA,AA,AAA,2008,2009,359,2,0.005571030640668524,141,0,0.0,0.0,2006-2014
456390,Mickey Hall,A+->AA,A+,AA,2007,2008,319,0,0.0,306,4,0.013071895424836602,,2006-2014
456390,Mickey Hall,AA->AAA,AA,AAA,2008,2009,306,4,0.013071895424836602,164,1,0.006097560975609756,0.46646341463414637,2006-2014
456394,Estee Harris,A->A+,A,A+,2006,2008,182,7,0.038461538461538464,200,7,0.035,0.91,2006-2014
456400,Anderson Rosario,A->A+,A,A+,2007,2008,169,2,0.011834319526627219,164,2,0.012195121951219513,1.0304878048780488,2006-2014
456406,David Winfree,A+->AA,A+,AA,2006,2007,287,2,0.006968641114982578,490,0,0.0,0.0,2006-2014
456406,David Winfree,AA->AAA,AA,AAA,2008,2009,502,2,0.00398406374501992,457,0,0.0,0.0,2006-2014
456407,Miguel Vega,A->A+,A,A+,2006,2007,446,2,0.004484304932735426,497,0,0.0,0.0,2006-2014
456420,Matt Moses,AA->AAA,AA,AAA,2006,2007,516,2,0.003875968992248062,182,5,0.027472527472527472,7.087912087912088,2006-2014
456428,Ryan Strieby,A->A+,A,A+,2007,2008,519,6,0.011560693641618497,478,0,0.0,0.0,2006-2014
456428,Ryan Strieby,A+->AA,A+,AA,2008,2009,478,0,0.0,362,2,0.0055248618784530384,,2006-2014
456428,Ryan Strieby,AA->AAA,AA,AAA,2009,2010,362,2,0.0055248618784530384,325,1,0.003076923076923077,0.556923076923077,2006-2014
456435,Sean Smith,A+->AA,A+,AA,2006,2007,545,30,0.05504587155963303,302,13,0.04304635761589404,0.782008830022075,2006-2014
456438,James Tomlin,A+->AA,A+,AA,2006,2007,296,3,0.010135135135135136,317,14,0.04416403785488959,4.35751840168244,2006-2014
456483,Larry Infante,A->A+,A,A+,2006,2007,333,7,0.021021021021021023,224,3,0.013392857142857142,0.6371173469387754,2006-2014
456594,Matthew Whitney,A+->AA,A+,AA,2007,2008,251,1,0.00398406374501992,531,0,0.0,0.0,2006-2014
456596,Jordan Renz,A->A+,A,A+,2006,2007,499,6,0.012024048096192385,440,4,0.00909090909090909,0.756060606060606,2006-2014
456670,Brian Peacock,A->A+,A,A+,2006,2007,350,1,0.002857142857142857,241,2,0.008298755186721992,2.904564315352697,2006-2014
456671,Van Pope,A+->AA,A+,AA,2006,2007,544,7,0.012867647058823529,472,10,0.0211864406779661,1.6464891041162228,2006-2014
456673,Marquez Smith,A+->AA,A+,AA,2008,2009,146,0,0.0,450,4,0.008888888888888889,,2006-2014
456823,Seth Dhaenens,R->A,R,A,2006,2007,192,5,0.026041666666666668,210,1,0.004761904761904762,0.18285714285714286,2006-2014
456849,Matt Inouye,R->A,R,A,2007,2008,146,5,0.03424657534246575,228,4,0.017543859649122806,0.512280701754386,2006-2014
456858,Neil Walton,A->A+,A,A+,2006,2007,472,19,0.04025423728813559,306,12,0.0392156862745098,0.9742002063983489,2006-2014
456858,Neil Walton,A+->AA,A+,AA,2007,2008,306,12,0.0392156862745098,86,1,0.011627906976744186,0.29651162790697677,2006-2014
456873,Matthew Morizio,R->A,R,A,2006,2007,112,1,0.008928571428571428,266,1,0.0037593984962406013,0.42105263157894735,2006-2014
456873,Matthew Morizio,A->A+,A,A+,2007,2008,266,1,0.0037593984962406013,204,8,0.0392156862745098,10.431372549019608,2006-2014
456905,Dennis Winn,R->A,R,A,2007,2008,110,1,0.00909090909090909,219,1,0.0045662100456621,0.502283105022831,2006-2014
456999,Jeff Christy,A+->AA,A+,AA,2007,2008,251,2,0.00796812749003984,88,0,0.0,0.0,2006-2014
457003,Eric King,A->A+,A,A+,2006,2007,455,15,0.03296703296703297,306,5,0.016339869281045753,0.49564270152505446,2006-2014
457042,Toby Gardenhire,A->A+,A,A+,2006,2007,286,1,0.0034965034965034965,237,4,0.016877637130801686,4.827004219409282,2006-2014
457050,Shea McFeely,R->A,R,A,2006,2007,224,4,0.017857142857142856,214,3,0.014018691588785047,0.7850467289719627,2006-2014
457079,Truan Mehl,A->A+,A,A+,2006,2007,360,15,0.041666666666666664,449,16,0.035634743875278395,0.8552338530066815,2006-2014
457119,Angel R. Gonzalez,A+->AA,A+,AA,2007,2008,222,8,0.036036036036036036,102,2,0.0196078431372549,0.5441176470588235,2006-2014
457451,Brian McFall,A+->AA,A+,AA,2007,2008,459,10,0.02178649237472767,404,7,0.017326732673267328,0.7952970297029703,2006-2014
457485,Tony Granadillo,A->A+,A,A+,2006,2007,486,3,0.006172839506172839,516,2,0.003875968992248062,0.627906976744186,2006-2014
457485,Tony Granadillo,A+->AA,A+,AA,2007,2008,516,2,0.003875968992248062,412,1,0.0024271844660194173,0.6262135922330097,2006-2014
457524,Eli Iorg,A->A+,A,A+,2006,2007,516,42,0.08139534883720931,177,14,0.07909604519774012,0.9717514124293786,2006-2014
457542,Juan Portes,A->A+,A,A+,2006,2007,289,8,0.02768166089965398,552,7,0.012681159420289856,0.458106884057971,2006-2014
457542,Juan Portes,A+->AA,A+,AA,2008,2009,506,13,0.025691699604743084,370,7,0.01891891891891892,0.7363825363825364,2006-2014
457559,Ryan Peisel,A->A+,A,A+,2009,2010,363,6,0.01652892561983471,291,5,0.01718213058419244,1.0395189003436427,2006-2014
457595,Phillip Cuadrado,A->A+,A,A+,2006,2007,432,3,0.006944444444444444,148,0,0.0,0.0,2006-2014
457613,Paul Vasquez,A->A+,A,A+,2008,2009,159,0,0.0,156,1,0.00641025641025641,,2006-2014
457635,Sergio Miranda,A->A+,A,A+,2007,2008,283,5,0.0176678445229682,121,5,0.04132231404958678,2.3388429752066116,2006-2014
457635,Sergio Miranda,A+->AA,A+,AA,2010,2011,544,14,0.025735294117647058,401,1,0.0024937655860349127,0.09690060562878518,2006-2014
457668,Reid Fronk,A->A+,A,A+,2008,2009,528,18,0.03409090909090909,418,9,0.0215311004784689,0.6315789473684211,2006-2014
457668,Reid Fronk,A+->AA,A+,AA,2010,2011,463,10,0.02159827213822894,208,2,0.009615384615384616,0.4451923076923077,2006-2014
457722,Petey Paramore,A->A+,A,A+,2009,2010,389,1,0.002570694087403599,184,0,0.0,0.0,2006-2014
457725,John Drennen,A+->AA,A+,AA,2008,2009,517,5,0.009671179883945842,354,0,0.0,0.0,2006-2014
457726,Kyle Russell,R->A,R,A,2008,2009,260,4,0.015384615384615385,563,20,0.035523978685612786,2.309058614564831,2006-2014
457726,Kyle Russell,A->A+,A,A+,2009,2010,563,20,0.035523978685612786,239,8,0.03347280334728033,0.9422594142259414,2006-2014
457745,Luis Flores,A->A+,A,A+,2008,2009,126,1,0.007936507936507936,166,0,0.0,0.0,2006-2014
457745,Luis Flores,A+->AA,A+,AA,2009,2011,166,0,0.0,121,0,0.0,,2006-2014
457746,Ben Guez,A->A+,A,A+,2009,2010,438,11,0.02511415525114155,102,6,0.058823529411764705,2.342245989304813,2006-2014
457746,Ben Guez,A+->AA,A+,AA,2010,2011,102,6,0.058823529411764705,146,2,0.0136986301369863,0.2328767123287671,2006-2014
457756,P.J. Phillips,R->A,R,A,2006,2007,287,11,0.03832752613240418,461,34,0.0737527114967462,1.924275290869651,2006-2014
457756,P.J. Phillips,A->A+,A,A+,2007,2008,461,34,0.0737527114967462,521,35,0.0671785028790787,0.9108614655075083,2006-2014
457780,Kieron Pope,R->A,R,A,2006,2008,151,4,0.026490066225165563,421,7,0.0166270783847981,0.6276722090261283,2006-2014
457783,L.V. Ware,R->A,R,A,2009,2010,275,24,0.08727272727272728,147,16,0.10884353741496598,1.2471655328798184,2006-2014
457794,Josue Peley,R->A,R,A,2007,2009,124,3,0.024193548387096774,245,2,0.00816326530612245,0.3374149659863946,2006-2014
457794,Josue Peley,A->A+,A,A+,2009,2011,245,2,0.00816326530612245,133,4,0.03007518796992481,3.684210526315789,2006-2014
457800,John Whittleman,A->A+,A,A+,2006,2007,530,7,0.013207547169811321,129,0,0.0,0.0,2006-2014
457800,John Whittleman,A+->AA,A+,AA,2008,2009,525,1,0.0019047619047619048,527,4,0.007590132827324478,3.984819734345351,2006-2014
457801,Daryl Jones,A->A+,A,A+,2007,2008,481,22,0.04573804573804574,352,18,0.05113636363636364,1.1180268595041323,2006-2014
457801,Daryl Jones,AA->AAA,AA,AAA,2010,2011,518,15,0.02895752895752896,145,2,0.013793103448275862,0.4763218390804597,2006-2014
457802,Byron Wiley,R->A,R,A,2008,2009,164,3,0.018292682926829267,466,9,0.019313304721030045,1.0557939914163093,2006-2014
457802,Byron Wiley,A->A+,A,A+,2009,2010,466,9,0.019313304721030045,92,2,0.021739130434782608,1.1256038647342994,2006-2014
457908,Jeff Dragicevich,A+->AA,A+,AA,2006,2007,297,1,0.003367003367003367,134,0,0.0,0.0,2006-2014
457909,Mitch Einertson,A->A+,A,A+,2006,2007,469,6,0.01279317697228145,496,5,0.010080645161290322,0.7879704301075269,2006-2014
457909,Mitch Einertson,A+->AA,A+,AA,2007,2008,496,5,0.010080645161290322,416,5,0.01201923076923077,1.1923076923076925,2006-2014
457937,Steve Mena,A->A+,A,A+,2007,2008,544,1,0.001838235294117647,404,1,0.0024752475247524753,1.3465346534653466,2006-2014
457988,Thomas Collaro,AA->AAA,AA,AAA,2006,2007,417,1,0.002398081534772182,110,0,0.0,0.0,2006-2014
457991,Jamar Hill,A+->AA,A+,AA,2006,2007,278,7,0.025179856115107913,181,3,0.016574585635359115,0.6582478295185478,2006-2014
458054,D.J. Wabick,R->A,R,A,2006,2007,183,0,0.0,461,1,0.0021691973969631237,,2006-2014
458054,D.J. Wabick,A->A+,A,A+,2007,2008,461,1,0.0021691973969631237,488,3,0.006147540983606557,2.834016393442623,2006-2014
458079,Brandon Tripp,A->A+,A,A+,2007,2008,433,7,0.016166281755196306,476,10,0.02100840336134454,1.2995198079231693,2006-2014
458088,Cyle Hankerd,A+->AA,A+,AA,2007,2008,446,2,0.004484304932735426,470,2,0.00425531914893617,0.948936170212766,2006-2014
458108,Jordan Newton,A->A+,A,A+,2008,2009,397,8,0.020151133501259445,289,9,0.031141868512110725,1.5454152249134947,2006-2014
458211,Leivi Ventura,A->A+,A,A+,2007,2008,476,3,0.0063025210084033615,172,0,0.0,0.0,2006-2014
458214,Billy Rojo,R->A,R,A,2006,2007,232,7,0.03017241379310345,212,8,0.03773584905660377,1.2506738544474392,2006-2014
458221,Freddy Parejo,A+->AA,A+,AA,2007,2008,221,8,0.03619909502262444,364,13,0.03571428571428571,0.9866071428571427,2006-2014
458243,Ryan Harvey,A+->AA,A+,AA,2007,2008,234,0,0.0,124,1,0.008064516129032258,,2006-2014
458536,Corey Kemp,R->A,R,A,2008,2009,232,0,0.0,434,3,0.0069124423963133645,,2006-2014
458538,Oliver Marmol,A->A+,A,A+,2007,2008,100,4,0.04,135,10,0.07407407407407407,1.8518518518518516,2006-2014
458544,Kevin Clark,R->A,R,A,2006,2008,240,6,0.025,464,23,0.04956896551724138,1.9827586206896552,2006-2014
