PlayerId,Name,Seasons,Season_Range,Total_PA,Skill_Score
597711,Frank De Jesus,1,2010,53,52.12
453880,Ian Gac,4,2007-2010,1575,52.12
694190,Jhonny Piron,3,2021-2023,494,52.12
463019,Salvador Sanchez,4,2007-2010,1667,52.12
519115,Jaime Pedroza,5,2007-2011,2332,52.12
623266,Ricky Gingras,2,2012-2013,180,52.11
9767,James Jones,4,2010-2013,1885,52.11
444981,Ryan Royster,4,2007-2010,1485,52.11
806238,Gabriel Gomes,3,2023-2025,195,52.11
602133,Raphachel Colatosti,4,2011-2014,703,52.11
456438,James Tomlin,1,2007,439,52.11
668824,Logan Wyatt,2,2021-2022,429,52.11
623374,Shayne Houck,2,2012-2013,526,52.1
694966,Brayden Taylor,3,2023-2025,1053,52.1
488807,Ryan Crew,2,2007-2008,351,52.1
573022,Matthew McConnell,1,2009,120,52.1
829973,Yeison Acosta,1,2025,138,52.1
829067,Cristopher Acosta,1,2025,218,52.1
821243,Carlos Carrasquel,1,2024,127,52.1
808162,Joshua Liranzo,3,2023-2025,618,52.1
687436,Victor Torres,5,2021-2025,491,52.1
670432,Troy Sieber,3,2016-2018,598,52.1
682646,Jairo Pomares,5,2021-2025,1396,52.09
502114,Justin Dalles,4,2010-2013,782,52.09
686338,Jefferson Valladares,5,2021-2025,673,52.09
672562,Yenci Pena,5,2017-2023,689,52.09
829044,Maykel Coret,1,2025,188,52.09
685712,Geovanny Planchart,5,2021-2025,964,52.09
670450,Mick Fennell,1,2017,189,52.09
805891,Taylor Young,2,2022-2023,682,52.09
601976,Eddy Concepcion,3,2011-2013,472,52.09
6746,Josh Prince,4,2009-2012,1639,52.09
702488,Logan Wagner,4,2022-2025,770,52.09
656369,Alex Destino,2,2017-2018,514,52.09
34979,Christian Moore,2,2024-2025,410,52.09
592311,Kurt Fleming,3,2010-2012,560,52.09
544519,John Allman,2,2008-2009,415,52.09
595339,Drew Muren,2,2012-2013,783,52.09
15481,Engelb Vielma,7,2012-2018,2214,52.09
811764,Cody Miller,1,2025,118,52.09
691929,Dioris Valdez,2,2021-2022,141,52.08
594906,Alfredo Lopez,5,2010-2014,1039,52.08
657429,Mac James,3,2015-2017,923,52.08
621551,Michael Snyder,3,2012-2014,1103,52.08
665790,Francisco Mepris,3,2016-2018,395,52.08
518773,Brian Harrison,3,2010-2013,675,52.08
675910,Chris Williams,2,2018-2021,430,52.08
660585,Enmanuel De Oleo,2,2015-2016,172,52.07
640468,Alexdray Laya,3,2013-2015,280,52.07
445273,Braulio Garcia,2,2007-2008,261,52.07
829768,Malvin Fernandez,1,2025,141,52.07
642485,Juan Hernandez,6,2013-2018,915,52.07
645287,Josue Herrera,4,2014-2018,499,52.07
554333,Raul Navarro,7,2009-2015,2107,52.07
518968,Chadwick Maddox,2,2007-2008,274,52.07
603072,Keith Castillo,2,2011-2012,200,52.07
471835,Jesus Gonzalez,3,2007-2009,970,52.07
23691,José Tena,6,2018-2025,2354,52.07
445038,Jeff Carroll,1,2007,238,52.07
542382,Alfredo Chalas,2,2008-2009,427,52.07
553980,Gerwuins Velazco,6,2009-2014,1008,52.06
700243,Payton Green,2,2024-2025,447,52.06
808334,Keiver Garcia,3,2023-2025,413,52.06
694318,Austin St. Laurent,2,2024-2025,532,52.06
623229,Tommy Richards,1,2012,123,52.06
672610,Kevin Torres,2,2017-2018,329,52.06
457050,Shea McFeely,1,2007,214,52.06
623510,A.J. Simcox,4,2015-2018,1487,52.06
682075,Ian Dawkins,1,2018,272,52.06
518918,Ben Lasater,1,2008,134,52.06
699144,Luis Ravelo,5,2021-2025,1272,52.06
807645,Adolfo Sanchez,2,2024-2025,331,52.05
829921,Victor Garcia,1,2025,42,52.05
5063,Niuman Romero,3,2007-2009,1172,52.05
571975,Jack Murphy,3,2009-2012,635,52.05
692456,Eliesel Santana,3,2021-2023,341,52.05
19181,Zack Collins,3,2016-2018,1166,52.05
8051,Matt Mangini,4,2007-2010,1486,52.05
15271,Austin Wynns,2,2014-2015,638,52.05
682695,Yohander Martinez,5,2021-2025,948,52.05
19348,DJ Peters,3,2016-2018,1448,52.05
19392,Zach McKinstry,3,2016-2018,924,52.05
14366,Joey Meneses,6,2011-2016,1837,52.05
682432,Walter Pereira,1,2018,37,52.05
23559,Ryan Dorow,2,2017-2018,632,52.05
640900,Rayder Ascanio,6,2013-2018,1959,52.05
688311,Drake Osborn,3,2021-2023,421,52.05
692355,Rajean Anza,2,2021-2022,148,52.05
502383,Tom Hagan,2,2007-2008,493,52.04
807643,Alfredo Alcantara,3,2023-2025,685,52.04
516419,Emanuel Barrios,2,2007-2008,237,52.04
665888,Cristopher Navarro,6,2016-2023,1182,52.04
593380,Ronald Castillo,6,2010-2015,1043,52.04
30028,Bob Seymour,3,2021-2023,783,52.04
594994,Aaron Siliga,2,2010-2013,290,52.04
656771,Justin Morris,1,2018,20,52.04
572738,Stephen Bruno,3,2013-2015,898,52.04
8347,Denard Span,2,2007-2008,732,52.03
450632,Kevin Smith,2,2007-2008,820,52.03
643510,Alex Rodriguez,2,2015-2016,457,52.03
800504,Carlos Tirado,4,2022-2025,498,52.03
543326,Michael Hollander,2,2008-2009,450,52.03
5097,Anthony Gose,7,2008-2014,2938,52.03
801187,Chase Adkison,2,2023-2024,283,52.03
502776,Brooks Lindsley,1,2008,76,52.03
14885,Pat Valaika,4,2014-2017,1657,52.03
516612,Jhonatan Arias,7,2007-2013,811,52.03
460281,Josh Asanovich,1,2007,457,52.02
608087,Chris Schaeffer,2,2011-2012,143,52.02
12858,Brian Goodwin,4,2012-2015,1786,52.02
700824,Freylin Minyety,3,2021-2023,624,52.02
516953,Roberto Lantigua,2,2007-2008,335,52.02
665752,Starling Heredia,3,2016-2018,754,52.01
622535,Ayendy Perez,5,2012-2016,1333,52.01
680771,Mateo Gil,5,2018-2024,1539,52.01
678873,Andres Gari,1,2018,183,52.01
808044,Andres Villafane,3,2023-2025,323,52.01
3285,Argenis Reyes,1,2007,503,52.01
4146,Gorkys Hernández,6,2007-2012,2773,52.01
806993,German Ramirez,3,2023-2025,661,52.01
519131,Ben Petsch,2,2007-2008,186,52.01
622758,Angel Aguilar,7,2012-2018,2113,52.0
682209,Tim Millard,1,2018,301,52.0
595615,Joel Mejia,4,2010-2013,556,52.0
808283,Jhon Bencosme,1,2023,86,52.0
650498,Efrin Ortega,2,2014-2015,200,52.0
700285,Godwin Bennett,3,2021-2023,352,52.0
808381,Enyervert Perez,3,2023-2025,628,52.0
829716,Darell Morel,1,2025,202,51.99
609272,Wildert Pujols,2,2012-2013,281,51.99
430672,Aarom Baldiris,1,2007,326,51.99
594767,Ryan Broussard,1,2010,143,51.99
676020,Javier Sanchez,1,2018,213,51.99
665919,Marfrey Ortega,2,2016-2017,248,51.99
806495,Kale Fountain,1,2025,280,51.99
570691,Wander Ramos,4,2009-2013,693,51.99
829729,Yoander Santana,1,2025,143,51.99
622052,Jose Ortiz,4,2012-2015,547,51.98
829080,Teilon Serrano,1,2025,189,51.98
7468,Craig Tatum,1,2007,425,51.98
802474,Cameron Leary,2,2024-2025,652,51.98
829774,Yorber Semprun,1,2025,158,51.98
623238,Kody Eaves,7,2012-2018,2761,51.98
656470,Chris Godinez,2,2015-2016,147,51.98
808360,Ariel Lebron,2,2023-2025,242,51.98
475670,Daniel Cox,1,2008,20,51.98
687005,Kellen Strahm,1,2021,228,51.98
806191,Tai Peete,3,2023-2025,1166,51.98
544014,Eliezer Mesa,5,2008-2012,1509,51.98
644277,Alberto Sanchez,1,2013,109,51.97
449080,Eric Duncan,3,2007-2009,1293,51.97
660642,Cristopher Cespedes,6,2015-2022,1241,51.97
458686,Gregory Yersich,2,2007-2008,705,51.97
622275,Kevin Martinez,4,2012-2015,530,51.96
459920,Jeff Howell,1,2007,226,51.96
662172,Ryan Stephens,2,2015-2016,245,51.96
594193,Manuel Moreno,3,2010-2012,200,51.96
542573,Erick Epifano,4,2008-2011,485,51.96
543471,Jose Lozada,3,2008-2010,837,51.96
516708,Ayeudi Felipe,3,2007-2009,435,51.96
606209,Luis Blanco,1,2011,132,51.96
814256,Justin Ramirez,3,2023-2025,571,51.96
685076,Jack Blomgren,3,2021-2023,443,51.96
607088,Jerrick Suiter,4,2014-2017,1615,51.96
542906,Tommy Baldridge,2,2008-2009,351,51.96
595164,Seth Conner,4,2011-2014,552,51.96
665054,David Walker,1,2015,125,51.96
9077,Lorenzo Cain,4,2007-2010,1695,51.95
699066,Carlos Avila,5,2021-2025,389,51.95
501456,Danny Taveras,2,2007-2008,478,51.95
821665,Angel Garcia,2,2024-2025,297,51.95
680713,P.J. Hilson,6,2018-2025,1544,51.95
467125,Ramon Soto,4,2007-2010,384,51.95
660745,Shean Michel,5,2015-2021,1183,51.94
808086,Elvis Rojas,2,2023-2024,203,51.94
650887,Wadye Ynfante,4,2014-2017,833,51.94
570791,Jose Jabalera,1,2009,137,51.94
452301,Felix Molina,1,2007,472,51.94
596691,Brent Dean,2,2010-2011,271,51.94
676038,Skyler Messinger,2,2022-2023,462,51.94
12944,Sócrates Brito,8,2010-2017,2935,51.94
542582,Henry Moreno,2,2008-2009,230,51.94
664867,Tyler Sullivan,3,2015-2017,961,51.94
670001,Rosandel Reyna,2,2016-2017,210,51.94
642322,Ramy Perez,4,2013-2016,619,51.94
703813,Wooyeoul Shin,3,2023-2025,462,51.94
489196,Justin Parker,2,2009-2010,453,51.94
446319,Collin DeLome,3,2008-2010,1425,51.93
462088,Jetsy Extrano,4,2008-2011,713,51.93
656717,Josh McLain,1,2018,210,51.93
501516,Julio Baez,1,2007,156,51.93
456420,Matt Moses,3,2007-2009,1172,51.93
444494,Jayson De Aguas,1,2007,134,51.93
643520,Trae Santos,2,2015-2016,930,51.93
687394,Jack Brannigan,4,2022-2025,1064,51.93
606169,Rommel Cepeda,3,2011-2014,519,51.93
19600,Bryan De La Cruz,6,2014-2021,1345,51.92
641742,Mason Katz,2,2014-2015,795,51.92
681134,Caleb Roberts,4,2021-2024,1553,51.92
628119,Neivy Pilier,2,2013-2014,192,51.92
623174,River Stevens,3,2014-2016,745,51.92
643531,Mark Shannon,3,2013-2015,987,51.92
676665,Andre Colon,2,2017-2018,138,51.92
469775,Maiko Loyola,3,2007-2009,1087,51.92
519232,Richie Rowland,1,2010,253,51.92
2650,Corey Brown,3,2008-2010,1380,51.92
600480,Wilman Rodriguez,4,2011-2015,562,51.92
622336,Brauly Mejia,4,2012-2015,635,51.92
18482,Chris Gittens,5,2014-2018,1160,51.92
696160,Jake Rucker,4,2021-2024,1605,51.92
605615,Anderson Yance,2,2011-2012,456,51.91
17723,Skye Bolt,3,2016-2018,1422,51.91
516955,Santos Cabrera,3,2007-2009,325,51.91
678173,David McCabe,3,2022-2024,783,51.91
623697,Thomas Alvarez,4,2012-2015,493,51.91
666630,Henderson Perez,3,2016-2018,525,51.91
581680,Chantz Mack,3,2013-2015,962,51.91
698928,Oscar Colina,4,2021-2024,263,51.9
469146,Jean Garcia,1,2007,99,51.9
461832,David Hernandez,1,2007,88,51.9
800106,Marcos Torres,4,2022-2025,1107,51.9
17807,Drew Jackson,3,2016-2018,1445,51.9
702444,Eric Martinez,5,2021-2025,537,51.9
695596,Nick Raposo,2,2021-2022,366,51.9
570892,George Drullard,2,2009-2010,326,51.9
19818,Joshua Palacios,3,2016-2018,1074,51.9
807010,Anibal Salas,3,2023-2025,495,51.9
502726,Ryan Lipkin,2,2011-2012,549,51.89
11905,Orlando Calixte,7,2010-2016,2790,51.89
683619,Luis Castillo,3,2021-2023,332,51.89
664934,Hunter Newman,2,2015-2016,340,51.89
643247,Dalton Carter,3,2013-2015,364,51.89
672561,Makesiondon Kelkboom,2,2017-2018,227,51.89
664743,Richie Fecteau,3,2016-2018,759,51.89
686793,J.T. Arruda,2,2021-2022,560,51.89
21139,Tyler Payne,2,2015-2017,269,51.88
816120,Griffin Burkholder,1,2025,145,51.88
691339,Anderson Rogers,1,2021,55,51.88
543406,Marcus Knecht,4,2011-2014,1956,51.88
596849,Chih-Fang Pan,4,2010-2015,835,51.88
608724,Adam Brett Walker,5,2012-2016,2453,51.88
570653,Rafael Lugo,1,2009,173,51.88
518994,Jaren Matthews,3,2010-2012,458,51.88
596732,Ryan Query,3,2010-2012,407,51.88
592445,Jonathan Jones,4,2011-2014,834,51.88
656035,Cristopher Luciano,3,2014-2016,705,51.88
18887,Seby Zavala,4,2015-2018,1409,51.88
682801,Noelberth Romero,5,2021-2025,1429,51.88
808691,Adrian Gil,3,2023-2025,721,51.88
518881,Kevin Keyes,3,2011-2013,1259,51.88
808538,Luis Parababire,3,2023-2025,246,51.87
457061,Tim Torres,2,2007-2008,982,51.87
678978,Claudio Ramirez,1,2018,246,51.87
650348,Yan Sanchez,5,2014-2018,1412,51.87
691561,Jose Meza,5,2021-2025,1549,51.87
650857,Onil Pena,4,2014-2018,735,51.87
829501,Stiven Marinez,1,2025,205,51.87
26106,Maverick Handley,2,2021-2022,542,51.87
607005,Sean Jamieson,2,2012-2013,1112,51.86
699328,Darnel Collins,3,2021-2023,337,51.86
29592,Connor Norby,4,2021-2024,1770,51.86
31792,Otto Kemp,3,2022-2024,1049,51.86
665781,Felix Abreu,2,2016-2017,438,51.86
695634,Jaime Ferrer,2,2024-2025,466,51.86
682679,Dayan Frias,5,2021-2025,2001,51.86
489432,Corey Wimberly,2,2007-2008,853,51.86
5254,Robbie Grossman,7,2008-2014,2820,51.86
606470,Emilio Guerrero,7,2011-2017,2123,51.86
26469,Davis Wendzel,1,2021,263,51.86
516774,Chris Rodriguez,3,2007-2009,320,51.86
656065,Saury Aybar,2,2015-2016,425,51.86
808273,Alfonzo Martinez,3,2023-2025,530,51.86
657655,Cole Lankford,2,2014-2016,531,51.85
10430,Mychal Givens,3,2010-2012,679,51.85
21853,Will Benson,4,2016-2022,1530,51.85
9741,Ben Paulsen,3,2010-2012,1616,51.85
444967,Jose Nunez,1,2009,83,51.85
519321,Davis Stoneburner,2,2008-2009,739,51.85
689196,Owen Ayers,2,2024-2025,343,51.85
11494,Kaleb Cowart,7,2010-2016,2922,51.85
665714,Moises Perez,3,2016-2018,258,51.85
670181,Jean Ramirez,1,2016,67,51.85
16098,Taylor Gushue,4,2015-2018,1529,51.84
17276,Alex Jackson,5,2014-2018,1375,51.84
657261,Darren Seferina,4,2015-2018,1647,51.84
823878,Luis Rives,2,2024-2025,249,51.84
682637,Eduardo Lopez,5,2021-2025,1047,51.84
499506,Adrian Aviles,2,2007-2008,454,51.84
570650,Moises Gomez,2,2009-2010,216,51.84
692610,Jose Chacon,3,2021-2023,407,51.84
19921,Blake Perkins,5,2015-2021,1666,51.84
572387,Shawn Payne,3,2012-2014,1371,51.84
672567,Edilberto Mendoza,2,2017-2018,319,51.84
501382,Rigoberto Rangel,5,2007-2011,874,51.83
650551,Sauris Mejia,2,2014-2015,358,51.83
690804,Ryan Nicholson,2,2024-2025,691,51.83
607311,Ryan Rieger,5,2011-2015,1442,51.83
573471,Nick Zaleski,1,2009,167,51.83
815520,Braylon Payne,2,2024-2025,361,51.83
502805,Jordan Cheatham,4,2007-2010,1183,51.82
22515,Heliot Ramos,6,2017-2024,2072,51.82
451191,Christian Lopez,3,2007-2009,614,51.82
808516,Andres Valor,3,2023-2025,917,51.82
455396,Alexander Soto,4,2007-2010,602,51.82
459001,Josh Petersen,1,2007,330,51.82
527033,Hyeong-rok Choi,4,2008-2011,294,51.82
665855,Daniel Santos,3,2016-2018,482,51.82
518441,Justin Baum,3,2007-2009,936,51.82
825927,Rafe Perich,2,2024-2025,431,51.82
608647,Joey DeMichele,4,2012-2015,1993,51.82
506917,Tony Thomas,5,2007-2011,1791,51.82
607404,Jhiomar Veras,1,2011,111,51.81
642740,Jilbert Rosario,3,2013-2015,449,51.81
500754,Marguin Fuentes,1,2007,149,51.81
650716,Fernando Diaz,3,2014-2016,419,51.81
800362,Daniel Bruzual,3,2022-2024,357,51.81
650193,Junior Vasquez,1,2014,124,51.81
5715,Jai Miller,3,2007-2009,1361,51.81
527047,Henry Pena,4,2008-2011,635,51.81
825334,Ethan Wagner,1,2025,153,51.81
801075,Walker Janek,2,2024-2025,502,51.81
502809,Joseph Tucker,2,2007-2008,614,51.81
625197,Gerald Chin,3,2012-2014,409,51.81
21562,Romy Gonzalez,2,2018-2021,627,51.81
571732,Mark Haddow,2,2011-2012,791,51.8
687055,Zach Ashford,1,2021,317,51.8
446121,Ryan Patterson,1,2007,498,51.8
681333,Dru Baker,4,2021-2024,1233,51.8
821251,Jesus Marquez,1,2024,81,51.8
656743,Derek Miller,4,2014-2017,822,51.8
5760,Avisaíl García,7,2008-2014,2395,51.8
702113,Cole Cummings,2,2021-2022,567,51.8
518430,Ernie Banks,1,2007,81,51.8
570792,Luis Domoromo,6,2009-2015,2455,51.8
600931,Alberto Mineo,7,2012-2018,1122,51.8
516925,Ramon Jean,5,2007-2011,1177,51.8
25180,Daniel Schneemann,2,2018-2021,345,51.8
542411,Edwin Beard,3,2008-2010,439,51.79
597912,Vladimir Martinez,3,2010-2012,371,51.79
502288,Torre Langley,5,2007-2011,785,51.79
684708,Lazaro Leal,1,2021,201,51.79
29779,Max Muncy,5,2021-2025,1508,51.79
825422,Santiago Martinez,1,2025,168,51.79
800016,Jose Liriano,2,2022-2023,280,51.79
4243,Jose Lobatón,3,2007-2009,949,51.79
650370,Jorge Gil,3,2014-2016,706,51.78
664860,Logan Landon,3,2015-2017,691,51.78
681169,Omar Matos,1,2018,151,51.78
684719,Logan Michaels,1,2021,61,51.78
642742,Leomar Morillo,2,2013-2014,133,51.78
451178,Jeffrey Flaig,1,2007,318,51.78
830419,Ruben Castillo,1,2025,225,51.78
9048,Ezequiel Carrera,5,2007-2011,1926,51.78
14267,Alfredo González,7,2009-2017,1281,51.78
679657,Edward Barboza,2,2018-2021,96,51.78
543306,D.J. Hicks,3,2012-2014,1203,51.78
448176,Christian Lara,3,2007-2009,1258,51.78
553881,Wilmer Dominguez,5,2009-2013,600,51.78
519399,Demetrius Washington,2,2008-2009,41,51.78
499983,Miguel Mendez,1,2008,65,51.78
801178,Gilberto Rojas,3,2022-2024,177,51.77
674630,AJ Lewis,2,2021-2022,321,51.77
683427,Omar Hernandez,5,2021-2025,1545,51.77
676718,Tyler Frost,2,2017-2018,624,51.77
519005,Mike McDade,7,2007-2013,2850,51.77
808687,Angelo Hernandez,3,2023-2025,296,51.77
595378,James Roberts,3,2014-2016,971,51.77
690350,Kyle Battle,2,2021-2022,265,51.77
676631,Dallas Carroll,2,2017-2018,856,51.77
575508,Ramon Flores,3,2009-2011,346,51.77
456158,Yohender Lopez,1,2007,44,51.77
660715,Luis Pimentel,2,2015-2016,392,51.77
572003,Ryan Ortiz,3,2010-2012,861,51.77
683061,Alexander Vargas,5,2021-2025,1729,51.76
553906,Enderson Villegas,3,2009-2011,393,51.76
7125,Alberto Rosario,5,2007-2011,1373,51.76
622541,Malquin Canelo,7,2012-2018,2432,51.76
699275,Ismael Perez,2,2021-2022,273,51.76
593825,Bienvenido Valdez,2,2010-2011,340,51.76
673169,Bryan Santos,2,2017-2018,343,51.76
800299,Diomedes Hernandez,3,2022-2025,207,51.76
800391,Darlyn De Leon,4,2022-2025,537,51.75
546997,Adrian Marin,7,2012-2018,2841,51.75
673819,Shao-Pin Ho,1,2017,55,51.75
20557,CJ Alexander,2,2018-2021,556,51.75
594612,Adderling Ruiz,5,2010-2015,415,51.75
660617,Nelson Gomez,4,2015-2021,817,51.75
696135,Kahlil Watson,5,2021-2025,1595,51.75
7226,Matt Davidson,6,2010-2015,3383,51.75
543065,Chad Cregar,1,2010,424,51.75
492801,Diego Cruz,3,2007-2009,450,51.75
806230,Sammy Stafura,3,2023-2025,1004,51.75
642734,Ariel Montesino,6,2013-2018,1000,51.75
518834,Sal Iacono,1,2008,21,51.75
21634,Ford Proctor,1,2021,381,51.75
694186,Shalin Polanco,5,2021-2025,1409,51.75
702596,Yeniel Laboy,3,2022-2024,512,51.75
19909,Anderson Tejeda,5,2015-2021,1710,51.75
518905,Austin Krum,3,2008-2010,1636,51.74
821000,Greylin De La Paz,2,2024-2025,368,51.74
656078,Richard Nunez,5,2014-2018,515,51.74
11270,Aaron Altherr,7,2009-2015,2388,51.74
4450,Steve Tolleson,2,2007-2008,968,51.74
3501,Brent Lillibridge,2,2007-2008,995,51.74
25616,Marco Luciano,5,2021-2025,1969,51.74
451073,Randy Claxton,1,2007,220,51.74
607256,James Ramsey,3,2012-2014,1148,51.74
657568,Andrew Ely,4,2014-2017,1071,51.74
517460,Jorge Inirio,2,2007-2009,229,51.74
607115,Chad Wright,3,2012-2014,1510,51.73
514895,Luis Sumoza,2,2007-2008,300,51.73
591696,Ronnierd Garcia,5,2010-2014,808,51.73
691383,Jose Mendez,2,2021-2022,220,51.73
815011,Henniel Alcala,3,2023-2025,317,51.73
451250,Salvador Paniagua,1,2007,247,51.73
812470,Joe Redfield,3,2023-2025,795,51.73
695078,Jean Walters,5,2021-2025,1148,51.72
607780,Eric Wood,6,2012-2017,2310,51.72
691927,Enmanuel Terrero,5,2021-2025,988,51.72
829975,Daniel Rodriguez,1,2025,207,51.72
655719,Nick Schulz,2,2014-2015,718,51.72
702922,Brayan Oropeza,3,2021-2023,204,51.71
620988,Jhombeyker Morales,7,2012-2018,1037,51.71
811551,Isael Arias,2,2024-2025,357,51.71
674383,Francisco Ortiz,5,2017-2023,616,51.71
683544,Carlos Canache,1,2021,100,51.71
643205,Andrew Ayers,1,2013,167,51.71
672804,Nehemias Celesten,2,2017-2018,252,51.71
5342,Mauro Gomez,3,2007-2009,1420,51.7
530067,Jose Alejandro Gonzalez,4,2014-2018,743,51.7
1907,Andrés Blanco,2,2007-2008,437,51.7
670362,Joe Venturino,1,2016,14,51.7
594771,Cory Brownsten,3,2010-2012,436,51.7
666777,Alfredo Angarita,3,2016-2018,749,51.7
519329,Damon Sublett,3,2008-2010,818,51.7
678962,Daniel Vellojin,5,2018-2024,1288,51.7
807641,Angelo Mora,3,2023-2025,263,51.7
695461,Harrison Spohn,2,2022-2023,404,51.7
657783,Corey Toups,4,2014-2017,1712,51.69
669399,Deon Stafford,1,2018,382,51.69
502310,Lenell McGee,3,2008-2010,407,51.69
806967,Brailer Guerrero,3,2023-2025,375,51.69
29591,Colton Cowser,3,2021-2023,1174,51.69
668888,Hudson Potts,6,2016-2023,2133,51.69
678808,Iverson Leonardo,4,2018-2023,706,51.69
692415,Alexis Feliz,2,2021-2022,196,51.69
645447,Didimo Bracho,4,2014-2017,579,51.68
446328,Carlos Guzman,4,2007-2010,1207,51.68
464268,Javier Herrera,2,2007-2008,639,51.68
7707,Chris Carter,1,2007,613,51.68
564653,Will Piwnica-Worms,3,2012-2014,802,51.68
570555,Carlos Henry,1,2009,228,51.68
506999,John Spatola,2,2010-2011,396,51.68
829744,Juan Elejandro,1,2025,141,51.68
668571,Wilson Alvarez,5,2016-2022,574,51.68
815021,Juan Monso,2,2024-2025,182,51.67
455596,David Corrente,2,2007-2008,252,51.67
684715,Nic Kent,4,2021-2024,1072,51.67
665128,Lance Jones,2,2015-2016,257,51.67
691418,Lexer Saduy,4,2021-2024,748,51.67
607289,Parker Berberet,4,2011-2014,1093,51.67
8155,Everth Cabrera,5,2007-2011,954,51.67
606133,Luis Cruz,6,2011-2017,951,51.66
8760,Carlos Peguero,5,2007-2011,2061,51.66
641529,Drew Dosch,3,2014-2016,1506,51.66
470468,Walter Correa,1,2008,117,51.65
800492,Roni Cabrera,4,2022-2025,625,51.65
469129,Cirilo Cumberbatch,2,2007-2008,751,51.65
10329,Rey Fuentes,7,2009-2015,2990,51.65
691616,Hedbert Perez,5,2021-2025,1336,51.65
828473,Zach Evans,1,2025,535,51.65
668876,Zach Humphreys,2,2021-2022,320,51.65
517462,Miguel Moreno,3,2007-2009,590,51.65
17837,Jakson Reetz,4,2014-2018,1018,51.65
806441,Nehomar Ochoa Jr.,3,2023-2025,541,51.65
703154,Yordany De Los Santos,4,2022-2025,1294,51.65
608631,Pat Blair,3,2014-2016,945,51.64
451804,Geraldo Valentin,1,2007,480,51.64
821348,Brent Iredale,1,2025,74,51.64
607623,Derek Luciano,1,2011,175,51.64
806919,Jose Gonzalez,3,2023-2025,437,51.64
682771,Reiberth Gil,1,2021,25,51.63
641908,Tanner Murphy,6,2013-2018,1362,51.63
667826,Borinquen Mendez,3,2016-2018,505,51.63
642737,Daniel Leonardo,3,2013-2015,497,51.63
467818,Gerardo Bustamante,2,2007-2008,156,51.63
501476,Graviel Andres,1,2007,161,51.63
570776,Aly Gonzalez,3,2009-2011,399,51.63
679821,Rowdey Jordan,3,2021-2023,1046,51.63
646718,Moises Bello,5,2014-2018,808,51.62
25524,Aaron Schunk,2,2021-2022,892,51.62
672437,Debby Santana,4,2017-2022,589,51.62
695069,Keith Jones II,2,2024-2025,518,51.62
592714,Josh Sale,3,2011-2014,897,51.62
598469,Joshua Powers,1,2010,22,51.62
692482,Luis Bullon,1,2021,26,51.62
594949,Joe Oliveira,2,2011-2012,444,51.62
821625,Frailyn Severino,1,2024,88,51.61
30038,Carson Williams,5,2021-2025,2029,51.61
607269,Chris Grayson,4,2011-2014,1532,51.61
658877,Jan Guerrero,2,2014-2015,252,51.61
31991,Rafael Flores Jr.,4,2022-2025,1530,51.61
7430,Drew Sutton,1,2007,558,51.61
621462,Cole Billingsley,2,2017-2018,1020,51.61
692578,Nelson Aranguren,3,2021-2023,294,51.61
8841,Ramiro Pena,3,2007-2009,919,51.6
9718,Chris Dominguez,3,2009-2011,1240,51.6
542192,Yuliecer Arias,1,2008,162,51.6
624872,Ashley Graeter,2,2012-2014,428,51.6
606177,Claudio Tejeda,2,2011-2012,199,51.6
10231,Jose Iglesias,4,2010-2013,1152,51.6
699287,Angel Parra,2,2021-2022,257,51.6
678709,Roman Ruiz,2,2018-2021,297,51.6
699225,Jonatan Guzman,2,2022-2023,201,51.59
801381,Kevin Novoa,3,2022-2024,236,51.59
687749,Jase Bowen,5,2021-2025,2264,51.59
596725,Luis Solano,1,2010,105,51.59
804695,Andres Tabares,2,2022-2023,172,51.59
554060,Darwin Rivera,3,2011-2013,656,51.59
543875,Niko Vasquez,5,2008-2012,1928,51.59
449804,Robert Valido,3,2007-2009,1342,51.59
622814,Ronniel Demorizi,3,2012-2014,578,51.59
699047,Jesus Montilla,2,2021-2022,259,51.59
572107,Joseph Sanders,2,2010-2011,586,51.59
686541,Drew Compton,3,2023-2025,1062,51.59
800276,Juan Villavicencio,4,2022-2025,685,51.59
468368,Gabriel Gutierrez,2,2007-2008,413,51.59
676901,Cam Balego,2,2017-2018,261,51.58
800143,Leny Carela,3,2022-2024,322,51.58
692348,Aeverson Arteaga,5,2021-2025,1915,51.58
692598,Newremberg Rondon,5,2021-2025,553,51.58
573059,Sean Nicol,2,2010-2011,451,51.58
673963,Zach Rheams,1,2018,202,51.58
681944,Dean Nevarez,2,2018-2021,190,51.58
591699,Jose Martinez,1,2011,42,51.58
448790,Cody Strait,1,2007,532,51.58
546050,Peter Whatley,1,2008,39,51.58
814229,Moises Valdez,3,2023-2025,488,51.58
682639,Freddy Valdez,2,2021-2022,181,51.58
5273,Sandy León,7,2007-2013,1660,51.58
23442,Luis Vázquez,5,2017-2024,1504,51.57
680860,Malcom Quintero,4,2018-2023,407,51.57
501324,Karexon Sanchez,5,2007-2011,2172,51.57
670093,Kidany Salva,3,2016-2018,229,51.57
593819,Yefry Rivas,3,2010-2012,387,51.57
542484,Ariel Williams,2,2008-2009,223,51.57
522228,Carlos Pimentel,1,2014,14,51.57
8471,Xavier Avery,7,2008-2014,3384,51.57
694266,D'Andre Smith,4,2022-2025,883,51.57
683549,Alexander Mojica,3,2021-2023,751,51.57
683092,Deivis Vegas,1,2018,26,51.57
